x1,x2,x3,x4,x5,y
-0.814968709,-2.482357872,-3.215098325,-7.185959516,-14.76845348,-24.76641285
0.242263481,1.015075888,-0.788571184,0.599659424,2.086069298,2.227820373
-1.425098395,-2.871567065,-5.104713467,-11.2956158,-22.31397845,-38.20790299
0.365941123,0.173768241,-0.501096733,-0.266138623,-0.105829747,-1.0241311
0.248412649,0.850292068,-0.028860117,1.300118052,3.235331207,4.136398669
0.065288182,2.229092199,2.269196263,5.493567229,10.31802078,17.02974811
0.019156392,-5.254812628,-4.91021102,-12.76177432,-25.59906351,-40.98776456
0.257338377,0.913471512,2.554107913,4.601334144,11.29345735,12.66718049
-0.649010078,-0.086251465,-2.065057158,-4.276696202,-4.251536183,-12.11471983
-0.119168762,1.234691972,-0.247571531,1.050353494,1.521373483,2.701270125
0.6641357,1.483651423,0.573472787,2.760911621,7.551516395,7.201059515
1.100969102,1.295414836,0.913131463,4.448338016,9.610370764,12.30269778
0.143771481,1.097040682,-0.545014006,0.784547117,-5.877829176,-1.421734472
-0.117753598,4.856261784,1.750730016,9.073056352,18.96639084,31.02558548
-0.912068367,2.885865219,-0.479908472,0.856618681,4.108292109,5.910389621
-1.437586241,3.312396981,-0.149656395,0.983464731,5.164603926,5.898004437
-0.797089525,1.844787733,-0.299202225,0.847700774,2.096591711,1.580598854
1.254083106,2.87516544,1.521933384,5.575400604,14.33257244,17.33040151
0.772142186,0.182462917,-0.88984789,-0.501303653,-0.413485819,-1.715794475
-0.219515627,-0.157168228,-2.639523388,-4.58125721,-7.690578103,-15.37944348
-0.424810283,1.854258183,-0.21978269,1.373491029,3.060677731,4.503166897
-0.418980099,3.682423185,0.76539571,3.946789696,11.0257902,15.4480092
0.996986861,-0.020115339,1.692239298,4.818699228,7.705308906,11.98369314
-0.275778029,1.388827017,1.122706743,2.912647279,5.066633893,11.24260067
1.256018817,-1.511138957,-0.312479266,-0.013175375,-0.516456658,-3.382552143
0.64667439,1.644255203,0.756319521,8.186437029,15.79910495,22.44532286
1.299312303,-1.341201857,-1.975094838,-2.57681386,-7.096534371,-10.42598515
-0.873262112,3.047138192,-0.047310817,1.11070735,-1.925817177,3.362172402
0.00837096,0.914625414,-12.07472302,-22.30573371,-31.85258624,-55.14570788
-0.880871723,1.050524141,-2.459721966,-8.279150904,-15.26185674,-24.48263679
0.596259017,0.761591104,2.997225107,7.880486753,14.82630146,22.36718508
0.119717641,0.65726835,-0.310926726,0.200021796,0.291102378,0.353889288
-0.282173877,1.256187053,-0.950994356,-0.098170089,2.624692408,2.159210398
1.455988401,-2.947231666,1.840545427,6.493937834,8.469858977,11.44713176
0.229019591,0.75832793,2.678267157,7.426405383,12.07027737,19.05921136
0.996543929,-2.761006969,-1.769628621,-3.852479523,-7.820298846,-10.18990355
0.781859185,2.828842547,2.371628671,8.908614526,17.24416705,24.43779207
-0.776776622,3.242433638,0.202791082,2.570081663,5.747345763,8.124717988
-0.615989908,1.714683581,0.155507136,1.817694224,5.151681028,5.950379419
0.046580303,1.13782199,-0.127298782,2.896996561,5.248135443,7.261486779
-1.130385778,2.725623763,0.604125262,3.526451685,5.135731583,9.183044328
0.576718782,3.28323382,1.144054798,4.911212561,12.52002142,17.97575309
-1.280749432,3.822614007,-0.067813176,1.330993935,4.68054416,5.763872095
1.625447303,-4.645233793,-4.446400785,-8.950155563,-13.66008554,-27.35305787
-0.500696596,0.232770555,-0.045722527,0.027305274,-1.882403296,-0.905253147
1.678297208,-0.370536539,0.006993681,0.587472254,1.859503155,3.839721364
-0.412519887,-0.134334906,-7.321231509,-15.67420885,-24.11766202,-41.17358457
-0.972286836,4.014702057,0.213418033,2.991788189,7.13077542,11.6976322
0.025382868,1.942882888,0.250878636,4.539339403,9.127600026,14.89388537
0.027475337,0.961855942,1.481058147,7.654511374,11.69582267,18.46216811
-1.680182722,2.629786964,-0.689404723,-0.000531729,0.103150348,0.842775015
1.053750863,0.967481834,2.217911408,8.985477267,16.01452725,23.8478957
-1.119599105,3.432726398,-0.579138406,1.668324012,5.71717297,5.284268852
0.33561721,0.828549998,1.303585088,4.698463165,8.24761256,12.37873679
0.494795767,0.686319642,0.2353002,2.160790567,4.466311135,4.368719
0.138052709,0.906215262,-11.2728634,-19.92348878,-28.56471363,-50.20876511
-0.118792026,-0.023930698,-0.459188099,-3.577526119,-6.211246785,-10.6135713
0.197684262,0.933416781,1.817995749,5.899300725,11.61796662,16.26611491
-1.068692711,1.688489074,-2.536024632,-3.676018029,-9.202185871,-11.33669269
-0.803213217,2.059910801,-1.465420678,-3.041020689,-4.026262016,-5.971335483
-1.113765136,2.190863298,-0.209214713,3.178936183,6.218062189,10.79741479
1.580091684,-1.354121999,-2.057024749,-2.914054805,-4.130226608,-8.655111957
1.497818761,-0.150225518,0.865972906,4.059585767,7.519632526,8.524977427
0.262645459,0.950485966,0.116519254,1.905690667,3.872819623,5.088822255
-1.2329012,2.071824343,-2.893813619,-3.940632389,-5.228024367,-8.978194794
-0.003723534,1.107220543,0.238118758,2.539947938,5.276444344,7.297498649
1.511672283,0.10164257,0.921501414,-2.26600622,-3.092361675,-3.684974284
-0.475698284,2.693562402,0.060478165,3.516619928,7.646610082,12.08995684
0.797916438,0.233791542,-0.629621785,4.546976241,9.217058457,10.9634258
-0.974002561,4.233700272,0.528058285,6.326440276,13.24678982,21.67504626
0.689372698,0.058264777,-5.048222786,-10.8721461,-16.21402519,-27.78067518
-0.955839103,-0.841683768,2.73045756,2.560593669,0.695475174,3.441617581
-1.231707058,1.243733873,-0.653136176,-0.449636664,-1.156992782,-0.662891701
-0.956891881,-0.244523251,-3.364104141,-8.145096758,-12.78210468,-21.5958239
-0.869782874,4.103812215,0.523747679,2.31022951,7.450756244,11.31026426
-0.910680682,3.536095887,1.437750229,4.453133036,9.713464543,14.9548967
0.741276305,2.638794194,0.012246203,3.549705387,8.567219547,12.5409666
0.068511533,0.874077078,-0.250218559,2.434841387,5.328009574,9.69835784
-0.323750755,0.722710808,-0.057024775,4.350174647,9.760643078,11.17442306
-1.086503047,1.680828978,-0.96296947,-0.684189154,-0.010878064,-1.111804502
-1.015928947,3.522966445,0.127320941,0.512303169,2.546665864,5.368289924
-0.767790185,2.18769218,-0.396332361,1.047160878,1.8538952,3.500644911
-1.119720061,0.290669896,-2.254150324,-3.222449755,-5.976728612,-9.891866753
-0.448174237,1.530851715,0.663034525,2.815313035,3.163530865,6.860570873
0.471736374,-1.426192965,-0.255158778,-0.710332181,5.695293093,-0.580464108
-1.180490683,2.473178486,-0.541164113,0.803276422,3.286944224,3.832059528
1.470256997,-0.289252249,1.170393546,2.108900441,3.907639132,4.544128418
-1.311420592,2.641013082,-6.384033904,-10.51988644,-13.17894058,-24.77033706
-0.096524923,1.268878771,-1.853151743,-1.87640566,-1.774865108,-4.545624902
2.369719908,-1.028337831,1.246199001,3.573412418,6.596327482,7.663421582
0.890626476,0.087094019,0.425381818,2.924124509,2.345463427,6.936009962
-0.252183161,1.330160162,-0.380085537,1.19013488,1.651362177,2.361318245
-0.865763755,-0.768654193,-0.048817897,-3.774619917,-8.932756972,-8.512387965
0.582586,5.667580584,2.835498894,9.892978835,21.35237858,33.97868733
-0.012529347,2.750521574,0.517466162,6.760649254,12.77428606,12.73996968
-0.374854762,-0.187776694,0.196757735,0.567995685,2.993274432,1.292695097
0.317885735,1.092069967,0.255444787,2.321193966,4.617725289,7.071432261
-0.488805635,1.565033473,-2.197815908,-4.083340406,-5.475300755,-12.08397894
2.658658027,-3.750272519,-0.060551362,-0.083984045,1.75311933,-2.93805503
1.680278205,-0.481428658,0.604674748,2.388654247,0.963686504,3.96869516
0.779584009,-0.025095614,2.067036419,5.399228335,8.679776647,12.26521997
0.71324052,0.96002049,0.181752229,2.33764557,5.141599501,8.48998846
-0.542881937,-0.677821573,-0.912905375,1.270368541,0.359551247,2.528461746
0.885778374,0.843000874,2.116578573,5.111849166,11.78897432,15.84490178
-0.348594685,1.490821352,3.411127603,8.124060293,12.69442065,19.84296062
-1.008054578,1.870360335,-1.242967559,-2.580160253,-3.619960838,-4.030737801
1.883182542,-0.554995469,-2.821052801,-3.444766254,-2.810941244,-10.62700889
-0.928971079,-2.752242728,-3.579265882,-8.948630388,-19.67983797,-28.68730104
-0.294196454,-1.559685182,-1.964142584,-5.226100295,-9.642962264,-18.4455941
-0.614950271,1.521636636,0.437069743,1.976746231,5.227084125,6.540542511
-0.947075792,1.247351758,0.038815069,0.988836569,1.201961564,3.650297179
0.59897515,0.272555169,0.04110366,1.537115521,3.151595955,0.759867468
-1.523614882,2.450367723,-4.278440199,-6.324324984,-8.818961765,-15.41326697
-0.206189002,1.28570952,-0.311213343,-0.882862324,-0.878205253,-0.197648298
-0.574295414,2.023132331,-0.905147316,-1.051967127,-1.344590177,-1.547858642
-1.390166037,2.370208613,-2.441242726,-3.183622709,-4.108716215,-7.206910047
-0.070417383,1.561004355,-0.143752469,0.536845327,3.111849574,-0.525012797
-0.43087953,1.860703164,-1.940492289,-4.042005985,-3.607521743,-8.711517017
-0.592225373,2.235009602,-2.600996282,-2.866092401,-3.735135775,1.14951979
0.98111616,1.732098568,1.110367529,4.862535122,10.17524637,15.07015537
0.532409357,-2.436035469,-0.635192997,-2.586836583,-8.319090299,-11.90927949
-0.090456124,1.253078349,-0.124708739,1.028289379,3.341665554,3.957545335
0.156490492,1.06060568,-0.08831504,-2.423070815,-3.12833226,-4.038007393
-0.737311691,-2.630332862,-2.102912812,-7.626838349,-16.1421967,-31.07638289
-0.201341206,0.436106383,-0.65788273,0.338522209,0.69114439,-0.176675859
1.102176595,-0.302782966,1.466239154,3.763033724,7.502863962,10.82528457
-0.016748256,1.143368828,-0.166954435,0.891508912,1.157305745,2.595801216
0.161788634,0.8792773,0.662090916,2.829350091,3.973636413,6.942604032
2.02476139,2.597461695,2.183532814,9.202887954,18.6779445,29.55214975
-0.703694254,1.352255494,-0.197537533,0.1023024,-1.125670621,-0.198001306
0.960792384,-2.753858376,2.71582514,4.351775168,9.24815803,9.268561335
1.790485054,-0.47685103,0.851053191,2.949674463,5.325227173,7.153625307
-1.064165163,2.246459115,-0.667925743,-0.319965374,0.92030978,1.000218053
0.017636546,0.678432195,-0.683450003,-0.286614943,0.52937203,-5.972981112
-0.389908629,2.308477455,-1.050436527,0.204202404,3.220182651,3.160160131
-0.490832752,1.523641451,1.893700037,5.241986894,8.574674104,13.77893943
-1.045717652,3.396019047,-0.447608971,0.725254962,2.894386074,4.423617545
-0.896211264,3.561724631,0.100053363,3.664685135,7.651310216,10.69953961
1.269387164,0.853098324,0.543057417,3.339759622,7.664515783,11.815246
0.593840949,0.594270058,0.033455245,2.393800536,0.953478205,4.190695407
0.775634319,-3.61815517,-5.026519764,-8.557028272,-15.75344478,-29.89569364
1.557370376,1.823588676,2.129308,7.802992217,15.53500341,23.10953189
-0.365401797,0.484081959,-1.270268981,-2.785842627,-5.415612207,-7.154687958
0.816556449,0.440914697,-0.884105555,1.524606642,2.021955959,1.288012954
-0.060634778,0.969767478,-0.072313522,1.302722023,3.959591327,4.255311984
-0.501378318,4.591615904,3.27318307,10.40700618,20.0797723,31.83666985
0.926062725,-1.763588065,-1.155181039,-2.080414067,-4.278005948,-8.505556155
0.036937691,2.262505517,0.358688686,3.709176117,9.323209331,13.40209541
-1.066200174,2.548722093,-0.56592493,0.058169328,1.370221563,2.047591146
-0.238456353,0.967378191,-0.38677146,0.753118403,1.624315596,2.45754971
1.495223444,0.88091915,1.066644158,9.188327727,17.73429992,24.94389006
1.172158547,-0.16396742,0.589590566,4.500155891,7.187845067,18.18456326
-1.45770721,3.316523779,-1.407515206,-1.196767757,-0.386533015,-1.303127477
0.095056227,1.207974672,0.534106599,3.82191225,7.05129931,10.3062838
0.847664964,-0.894488881,-1.233400641,2.106452595,3.500320494,2.760035524
-1.62436453,3.155099554,0.175617877,3.109225224,4.176543807,9.458035649
1.408563357,-0.656006108,-2.356637313,-2.336378534,-5.35246526,-8.566009895
-0.541760362,0.617014917,-1.697229716,1.505903212,3.68854909,2.426046255
0.278664724,0.221854783,-0.192746193,-4.515664267,-8.840351659,-11.78878544
-0.193972745,1.962639571,-4.466207904,-6.394923433,-7.448412589,-15.05646793
1.576158181,3.822453498,3.011356844,10.85765448,21.81367468,34.88253762
-1.475547635,9.147096507,3.501789521,13.28237818,24.72986273,40.67677401
-0.144608207,1.257403605,-0.440271101,3.261214707,6.485814587,6.227825313
-1.075010191,-0.906531204,-2.239172999,-5.319441679,-10.89083853,-10.14119529
0.406542732,1.090915462,0.143552691,3.508325213,7.009285015,9.505681486
2.229262202,7.678365268,8.657377884,25.68642728,48.45443929,78.87572816
-1.514497008,4.386701726,-4.780032129,-6.202056035,-8.474960566,-12.6503373
-0.061707422,1.274445907,0.692250239,2.055015091,3.626498838,9.758719949
-0.14727079,1.307767644,-1.856574712,-1.960827763,-2.269808803,-0.118158135
1.541593069,-0.118228669,-5.50959041,-8.195808118,-14.12416457,-22.77214892
-0.981855669,2.013206777,-0.598828703,2.908204638,5.18140704,7.190852017
0.496578173,0.96832124,-0.593315993,1.219865782,3.354962727,3.374112578
1.696947881,-0.40529883,-0.382623112,1.140413001,4.328754866,3.47655842
-0.260736309,0.924450292,-0.310241865,2.272925794,4.186368246,5.375120883
-0.705928586,1.18605597,-1.493871802,-2.061114017,-2.552304465,-6.01333458
-0.161178506,1.040709682,-1.860990209,-2.086675034,-3.471218172,-6.512047508
0.501321828,0.219944904,0.12457275,0.381933973,0.817179395,0.522350673
-1.01353967,1.658273136,-2.139374476,-3.323390396,-4.7555813,-8.21801042
1.614752235,-0.053605611,0.845317512,3.439517163,6.727508215,9.385513669
0.005641985,2.442828808,3.697604899,10.78329314,18.95628341,30.2288673
-2.90489906,3.215060606,-2.055768154,-3.164689809,-1.499396011,-3.882843987
-1.107164819,1.61597008,-2.868784818,-5.832923943,-8.99458319,-15.53019964
1.547566933,-3.618023051,-4.395333052,-9.314607197,-16.56762257,-28.40864875
-0.97683035,1.910410595,-1.834827028,-1.685275979,-1.807279753,-3.996341886
-0.101503448,1.106672803,-4.057771436,-6.192759375,-7.4834453,-16.33651828
0.04265025,0.683535732,-0.339374566,-0.239673301,-0.148468489,-3.82594486
-1.596718014,2.299259441,-3.246230796,-2.455409526,-1.51073184,-5.49508529
0.490967373,6.11965552,0.333253444,5.174160046,15.21381923,23.01181804
0.421603365,1.011817464,0.077307351,2.09278976,4.499626057,6.150361139
1.873903899,-0.766892627,0.698021256,2.711745053,7.581248388,7.785647613
1.034514324,0.186194474,0.518180825,0.14244729,-1.629249083,12.21233864
0.08181031,2.041655376,1.018399475,4.644973078,15.61964476,21.24711931
-0.082523762,0.574508502,-1.777898018,-0.846496851,-0.267219669,-2.853143155
0.606073431,-1.59182008,-1.874553204,-3.605644163,-6.727893591,-12.4047641
-0.887420145,1.955994089,-0.654933808,-0.111807487,1.694130522,1.303864313
0.10542139,0.087750688,-1.063578798,-1.19067372,-0.725165892,-2.722528362
0.352874473,1.110601654,0.777929603,1.788883093,0.542157387,4.132399344
0.550393358,2.404540428,1.018392734,4.881615012,13.99000303,15.73966979
-1.134330969,2.27405007,0.105044322,2.127896063,4.039583263,6.536649083
1.462351539,-0.724666248,0.320433546,0.973306375,10.03944948,5.982333878
0.702116711,0.442515073,3.575343401,8.15790536,12.04681998,22.20496477
2.507111148,-1.736502733,3.828241176,8.033349808,12.89868151,18.84679619
-1.890027144,2.873505024,-1.623836805,-1.608524131,-1.946920182,-2.869904067
-0.58981279,1.350581396,-0.674854609,0.067845306,-1.432821237,1.951646378
-1.714502297,6.435247188,1.022585824,7.976233216,17.22269044,27.18248214
-0.420997898,1.223703926,-2.891082316,-5.362619466,-7.380488074,-13.27686637
0.310141377,-0.334319571,-0.100983566,0.508414828,-0.63240413,0.803867452
1.702570586,2.38027858,2.23205375,8.36070607,16.07783728,25.84426692
-0.443384804,1.446990481,-0.471713746,0.596078141,-0.346251705,2.41123972
-1.198597083,-1.737920211,-1.898341978,-5.306141627,-11.61055891,-17.89133337
-0.307380914,0.024667158,-2.784178768,-3.850866896,-6.169105267,-12.11121777
0.621054203,-1.285050648,-0.830430063,-1.304335277,-2.26012824,-5.58849392
0.181902191,2.040368303,0.162270622,2.957988647,6.438118577,8.363306701
1.318400931,-0.098998204,0.82359455,3.561037501,7.128928031,9.281854739
-0.298909313,1.698414481,-0.623911291,-0.211332785,0.583418935,1.441104363
-1.648221742,2.538620101,0.466487251,1.9496981,6.717073894,7.765754507
0.95149847,0.292282101,-0.502275475,0.883677299,3.150699669,2.785068588
-1.113122953,-0.962338134,4.582863965,7.670786788,8.366383034,13.60949369
0.616966476,-0.305402775,-1.728472145,-2.081619272,-3.248222117,-3.690145317
0.513493716,0.629114793,2.09479715,5.322657411,8.913772866,14.15528888
0.369459104,1.382343351,1.053816778,1.622099317,2.777673052,5.690000802
1.723894131,-0.921044867,0.952716603,3.307207611,5.980610737,7.726434307
-0.206144567,-3.289950097,-5.214868854,-11.89757361,-22.11700211,-35.53915286
-1.31419514,1.753869368,-2.375971537,-3.328989971,-1.542647195,-6.669028952
0.063474096,3.281370569,0.139526085,3.643892164,8.781372866,15.58814706
-0.231977451,1.309343326,-0.010422636,-3.291959761,-6.673089062,-13.44268916
0.635060328,1.072759657,0.438177509,2.896907447,5.779095767,8.839223525
1.634644285,-1.844865307,-0.075778227,0.048837626,-1.256152208,-4.011750509
-1.808327579,3.335679025,-0.151708051,1.252354525,2.979018979,5.687949874
-0.213885951,0.640222143,-0.642301785,0.953439093,2.482835929,1.560245525
0.070366141,3.854792301,2.235103697,7.377712665,15.00130969,23.92658504
0.54970767,0.637388504,0.348545041,2.434073895,3.152480886,5.568742614
-0.696823546,1.623662505,-0.288772671,1.385252906,6.198985574,6.857608602
0.390565942,4.346598994,4.173517235,11.74073561,21.01203127,35.52271793
0.381411259,6.486964735,2.744804583,11.44009949,24.21318767,38.24993897
-0.01237277,1.1309133,-0.772908317,-0.069605348,2.623147987,2.221156178
-0.124434986,2.529647894,0.910794559,3.764984492,7.828031621,12.33960484
1.466744593,-0.586730451,-0.820811759,0.388153705,1.672276607,0.428759985
0.673928676,0.500375711,0.351463002,2.196028737,7.777382983,8.041200178
1.956425263,-2.686843726,-0.269246375,-1.18681725,-2.271353766,-5.995662882
-0.269041012,1.668259208,-0.751724347,-0.631345604,-1.564007108,-1.472137492
-1.244551518,2.373310728,-0.807671403,0.611212331,1.777797459,3.046088396
-0.395702923,-0.563231689,-2.458774522,-6.56098419,-11.92132495,-19.05805677
0.097396655,-1.610126117,-1.39650252,-1.840572904,-4.496871349,-8.366488106
-0.23838695,1.22301144,-0.292461231,-0.38582307,3.334075577,2.74675962
-0.411827957,1.496065115,-0.402773136,0.788502495,4.330495555,3.720067038
-1.577218049,1.839741875,-1.186474299,-1.359357771,-6.633895042,-5.465370293
-0.797276095,6.232383779,1.721389836,6.408991,15.36399443,24.65378416
-1.096236783,1.281181062,-2.744616049,-6.004474443,-16.12105949,-19.07070798
0.308308749,3.896964257,0.281520094,5.6052713,13.75652537,19.39654221
0.344795124,0.78488637,-0.009359324,1.644852787,3.664611177,3.983295727
1.539648088,0.605065278,1.110572592,4.245961123,6.135463065,11.24470397
-0.329514192,3.151658409,3.828888931,10.26924444,19.02077401,27.72189117
0.948389351,0.178882041,0.071001033,1.040392581,2.852627592,3.085026022
-0.479255587,1.498681361,-1.38975555,-2.674842259,-3.567956895,-6.194219119
-1.514886795,2.562747759,-2.2374237,-2.825962324,-2.864021898,-8.145434067
0.434536656,1.436722386,-0.008023473,6.156567627,12.0325904,16.66534942
-0.519536667,1.259276308,-0.493273732,2.263322757,3.836798303,5.494389867
-0.834559033,1.444781168,7.54889254,15.61081084,23.89983972,40.65786842
-0.756647609,2.659677214,5.540974151,12.33767578,19.92946021,36.16378317
1.089503495,0.613043791,0.60196087,3.30569581,6.47552434,9.208330038
1.572432917,4.008613914,2.761056532,11.3370384,23.936596,36.77135865
1.007364366,0.932380911,0.243188208,2.82346761,2.941759483,6.261063143
-0.273157993,1.546121635,-0.155648802,1.414558564,6.115306629,6.770951154
-1.309679542,1.079482045,-5.525561456,-10.11247968,-17.07248349,-25.3940567
0.222573831,0.937442936,-0.092788363,1.43014555,3.381198382,4.742298023
1.113433184,0.565092607,0.712426289,0.966119197,0.987736177,1.038494643
0.837394397,-1.435303805,-0.845486038,-0.098700203,-0.807415041,4.44588504
0.314516768,-1.309133824,-4.553122088,-9.404418257,-15.93389177,-29.56693187
0.222218072,0.93088819,-0.055365351,3.18679832,-0.165254466,-5.271351674
-0.84361539,2.975142588,-0.2271335,1.807810521,4.691911205,7.998593164
0.443805326,3.551721812,1.226673152,6.154376173,12.10807801,19.95272795
0.055797111,2.327934116,0.841879936,4.002819096,8.359140663,11.16589748
0.06797239,2.427868617,1.450705215,7.932328343,16.27264263,22.73248579
-0.201961742,1.71340754,3.635586974,9.019030352,14.19370391,23.99811839
-1.158015254,2.162396793,2.778373968,7.149595996,13.49782008,21.94704316
-0.59274327,1.733468485,-0.357512225,0.85850321,2.151458441,6.254976707
0.766065384,0.128369184,1.680631231,3.400410693,5.439177229,8.729409556
0.038928117,1.093506599,-0.396890805,0.879456671,7.094379364,6.301349032
0.014646812,2.359946995,-0.989446214,1.22053713,3.964342908,5.179239409
-0.186316968,1.181384394,4.467703204,11.49839452,14.78182288,27.68304733
1.400590827,-0.574354538,-1.784866319,-0.802177546,-0.122836694,-3.26260928
0.01848557,0.259860988,-1.119216298,1.366022888,2.704039031,4.155502874
0.249196012,1.754743633,0.329686537,4.578994169,8.565502842,9.928677814
0.149220736,1.270475386,0.463592608,5.241910177,11.44730495,14.85410483
-0.96323318,2.309536206,-0.83172394,-0.220560949,-1.118247819,0.28452922
-0.066466774,2.314725311,-0.682175149,1.02719493,2.994836919,4.354043755
1.286922041,-0.103668566,0.415230376,2.517317601,2.604403381,4.109676575
0.458125259,0.760957731,0.087659998,1.12833318,2.50589511,3.303275732
-1.45202829,2.358190687,-2.874664826,-4.117045526,-5.62307775,-9.532145417
0.077342277,3.586985822,1.272400942,6.102485944,15.22387331,26.46593198
0.559895273,4.726431933,3.356706761,11.6223144,21.53720189,35.03164479
-0.07494657,3.461711842,-0.688173512,7.334785592,17.38398129,20.10252694
0.782697698,0.99223088,1.119924078,4.40812842,3.845477468,9.567033469
-0.172668564,3.22860265,1.200185479,5.269276491,7.354283135,15.04588795
-1.051293778,2.068189835,-2.018024351,-1.60996838,-1.710902791,-3.539680155
0.729451279,0.424783619,0.226218636,1.60510243,3.335398237,3.922666405
0.262665243,3.504100678,1.502379825,6.037332918,13.48083099,20.2651187
0.543657859,0.625584521,1.885633649,4.659042042,9.964328017,13.91172172
1.041060298,0.214754872,-0.356049318,1.307735814,3.926537607,-1.729520382
